,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
2184,Sean Alvarado,LA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alvarado,Sean,LA,Sean,Sean Alvarado,D,32604.0,32604.0,2011-09-01
2185,Demitrius Omphroy,TOR,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Omphroy,Demitrius,TFC,Demitrius,Demitrius Omphroy,D,42000.0,42000.0,2011-09-01
2187,Levi Houapeu,PHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houapeu,Levi,PHI,Levi,Levi Houapeu,F,32604.0,32604.0,2011-09-01
2189,Scott Lorenz,KC,D,1.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Lorenz,Scott,KC,Scott,Scott Lorenz,D,32604.0,32604.0,2011-09-01
2190,Konrad Warzycha,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warzycha,Konrad,KC,Konrad,Konrad Warzycha,M,32604.0,32604.0,2011-09-01
2191,Kevin Ellis,SKC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellis,Kevin,KC,Kevin,Kevin Ellis,D,32604.0,33354.0,2011-09-01
2192,Alan Koger,NE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Koger,Alan,NE,Alan,Alan Koger,F,32604.0,32604.0,2011-09-01
2194,Andrew Sousa,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sousa,Andrew,NE,Andrew,Andrew Sousa,M,32604.0,32604.0,2011-09-01
2195,Ryan Kinne,NE,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kinne,Ryan,NE,Ryan,Ryan Kinne,F,32604.0,32604.0,2011-09-01
2196,Chris Agorsor,PHI,F,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agorsor,Chris,RSL,Christopher,Christopher Agorsor,F,32604.0,32604.0,2011-09-01
2197,Sacir Hot,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hot,Sacir,NY,Sacir,Sacir Hot,D,32600.0,33600.0,2011-09-01
2198,Victor Ulloa,DAL,M,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ulloa,Victor,DAL,Victor,Victor Ulloa,M,42000.0,44500.0,2011-09-01
2199,Jonathan Top,DAL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Top,Jonathan,DAL,Jonathan,Jonathan Top,F,42000.0,42000.0,2011-09-01
2206,Eddie Ababio,COL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ababio,Eddie,COL,Eddie,Eddie Ababio,D,32604.0,32604.0,2011-09-01
2207,Santiago Prim,CLB,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prim,Santiago,CLB,Santiago,Santiago Prim,M,32600.0,32600.0,2011-09-01
2208,Aaron Horton,CLB,F,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Horton,Aaron,CLB,Aaron,Aaron Horton,F,45000.0,60500.0,2011-09-01
2209,Tyler Lassiter,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lassiter,Tyler,NY,Tyler,Tyler Lassiter,D,32604.0,32604.0,2011-09-01
2211,Matt Gold,TOR,D,3.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Gold,Matt,TFC,Matt,Matt Gold,M,42000.0,42000.0,2011-09-01
2212,Pari Pantazopoulos,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pantazopoulos,Pari,CHI,Pari,Pari Pantazopoulos,D,32604.0,32604.0,2011-09-01
2213,Otto Loewy,NE,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Loewy,Otto,NE,Otto,Otto Loewy,D,42000.0,42000.0,2011-09-01
2214,Josh Janniere,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Janniere,Josh,COL,Joshua,Joshua Janniere,M,32604.0,32604.0,2011-09-01
2215,Donny Toia,OCS,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Toia,Donny,RSL,Donny,Donny Toia,F,45000.0,60000.0,2011-09-01
2216,Teddy Schneider,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Schneider,Teddy,NY,Teddy David,Teddy David Schneider,D,32604.0,32604.0,2011-09-01
2217,Bilal Duckett,VAN,D,4.0,2.0,226.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Duckett,Bilal,VAN,Bilal,Bilal Duckett,D,32600.0,32600.0,2011-09-01
2218,Corey Hertzog,NY,F,5.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Hertzog,Corey,NY,Corey,Corey Hertzog,F,65000.0,93500.0,2011-09-01
2219,Matt Kassel,NY,D-M,2.0,0.0,82.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kassel,Matt,NY,Matt,Matt Kassel,M,32600.0,36600.0,2011-09-01
2220,Mouloud Akloul,VAN,D,8.0,7.0,625.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,Akloul,Mouloud,VAN,Mouloud,Mouloud Akloul,D,150000.0,150000.0,2011-09-01
2221,Cody Arnoux,RSL,F,2.0,0.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Arnoux,Cody,RSL,Cody,Cody Arnoux,F,65400.0,71650.0,2011-09-01
2222,Matt Luzunaris,SJ,F,6.0,0.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Luzunaris,Matt,SJ,Matt,Matt Luzunaris,F,32604.0,32604.0,2011-09-01
2223,Edmundo Zura,SJ,F,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zura,Edmundo,SJ,Edmundo,Edmundo Zura,F,48000.0,48000.0,2011-09-01
2224,Danny Earls,COL,D,4.0,3.0,224.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Earls,Danny,COL,Danny,Danny Earls,D,32604.0,32604.0,2011-09-01
2225,Chris Albright,NY,D,8.0,6.0,482.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,Albright,Chris,NY,Chris,Chris Albright,D,100800.0,104133.33,2011-09-01
2226,Leandre Griffit,CLB,M,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Griffit,Leandre,TOR,Leandre,Leandre Griffit,M,55000.0,55000.0,2011-09-01
2227,Tim Ward,SJ,D,3.0,2.0,226.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Ward,Tim,SJ,Tim,Tim Ward,D,60500.0,60500.0,2011-09-01
2228,Gabriel Ferrari,CHI,F,3.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ferrari,Gabriel,CHI,Gabriel,Gabriel Ferrari,F,70000.0,70875.0,2011-09-01
2229,Greg Janicki,VAN,D,10.0,8.0,752.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,Janicki,Greg,VAN,Greg,Greg Janicki,D,45000.0,45000.0,2011-09-01
2230,John Rooney,NY,M,5.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rooney,John,NY,John,John Rooney,M,48000.0,58000.0,2011-09-01
2231,Peter Lowry,POR,M,3.0,2.0,146.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Lowry,Peter,POR,Peter,Peter Lowry,F-M,60000.0,61666.67,2011-09-01
2233,Steve Purdy,POR,D,8.0,8.0,720.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,12.0,9.0,0.0,2.0,0.0,0.0,0.0,Purdy,Steve,POR,Steve,Steve Purdy,D,42000.0,42000.0,2011-09-01
2234,Brandon Barklage,DC,D,4.0,0.0,38.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Barklage,Brandon,DC,Brandon,Brandon Barklage,M,42000.0,43566.67,2011-09-01
2235,Maykel Galindo,DAL,F,6.0,1.0,147.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Galindo,Maykel,DAL,Maykel,Maykel Galindo,F,50004.0,50004.0,2011-09-01
2236,Michael Harrington,KC,D,23.0,16.0,1495.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,5.0,0.0,0.0,0.0,Harrington,Michael,KC,Michael,Michael Harrington,M-D,110000.0,136833.33,2011-09-01
2237,Carlos Mendes,NY,D,18.0,16.0,1505.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,21.0,9.0,0.0,3.0,0.0,0.0,0.0,Mendes,Carlos,NY,Carlos,Carlos Mendes,D,98175.0,101300.0,2011-09-01
2238,Craig Rocastle,KC,M,6.0,5.0,306.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,Rocastle,Craig,KC,Craig,Craig Rocastle,M,110000.0,116062.5,2011-09-01
2239,Peter Vagenas,VAN,M,16.0,13.0,1042.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,Vagenas,Peter,VAN,Peter,Peter Vagenas,M,48000.0,48000.0,2011-09-01
2240,Frankie Hejduk,LA,D,6.0,6.0,472.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,13.0,1.0,0.0,5.0,0.0,0.0,0.0,Hejduk,Frankie,LA,Frankie,Frankie Hejduk,M,96000.0,96000.0,2011-09-01
2241,Ross LaBauex,COL,M,11.0,4.0,313.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,5.0,8.0,2.0,3.0,0.0,0.0,0.0,LaBauex,Ross,COL,Ross,Ross LaBauex,M,44000.0,44000.0,2011-09-01
2242,Tristan Bowen,CHV,F,3.0,0.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Bowen,Tristan,CHV,Tristan,Tristan Bowen,F,75000.0,106363.63,2011-09-01
2243,Darrius Barnes,NE,D,28.0,22.0,2153.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,Barnes,Darrius,NE,Darrius,Darrius Barnes,D,60500.0,61750.0,2011-09-01
2244,Dejan Jakovic,CAN,D,15.0,15.0,1324.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,18.0,9.0,0.0,3.0,1.0,0.0,0.0,Jakovic,Dejan,DC,Dejan,Dejan Jakovic,D,181600.0,201643.0,2011-09-01
2245,Andrew Wiedeman,DAL,F,3.0,0.0,59.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Wiedeman,Andrew,DAL,Andrew,Andrew Wiedeman,F,75000.0,118000.0,2011-09-01
2246,Justin Morrow,TOR,M,9.0,9.0,810.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0,Morrow,Justin,SJ,Justin,Justin Morrow,D,42000.0,42000.0,2011-09-01
2247,Russell Teibert,VAN,M,11.0,5.0,503.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,Teibert,Russell,VAN,Russell,Russell Teibert,M,50004.0,55604.0,2011-09-01
2248,Joseph Nane,COL,M,10.0,2.0,308.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,50.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,Nane,Joseph,COL,Joseph,Joseph Nane,M,42000.0,42000.0,2011-09-01
2249,Michael Nanchoff,VAN,M,5.0,1.0,137.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanchoff,Michael,VAN,Michael,Michael Nanchoff,M,60000.0,95000.0,2011-09-01
2250,Kofi Sarkodie,HOU,D,7.0,7.0,582.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,2.0,1.0,0.0,0.0,Sarkodie,Kofi,HOU,Kofi,Kofi Sarkodie,D,65000.0,110500.0,2011-09-01
2251,Michael Boxall,MIN,D,19.0,18.0,1616.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,100.0,25.0,10.0,0.0,3.0,0.0,0.0,0.0,Boxall,Michael,VAN,Michael,Michael Boxall,D,42000.0,42000.0,2011-09-01
2252,Keith Makubuya,TOR,F,1.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Makubuya,Keith,TFC,Keith,Keith Makubuya,F,32604.0,32604.0,2011-09-01
2254,Oscar Cordon,TOR,M,4.0,1.0,144.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,33.3,6.0,2.0,0.0,1.0,0.0,0.0,0.0,Cordon,Oscar,TFC,Oscar,Oscar Cordon,M,32604.0,32604.0,2011-09-01
2255,Zach Pfeffer,PHI,M,3.0,2.0,136.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,66.7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Pfeffer,Zach,PHI,Zach,Zach Pfeffer,M,55000.0,65000.0,2011-09-01
2256,Eric Gehrig,CLB,D,8.0,4.0,474.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Gehrig,Eric,CLB,Eric,Eric Gehrig,M,32600.0,32600.04,2011-09-01
2257,Dan Keat,LA,M,5.0,1.0,117.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Keat,Dan,LA,Daniel,Daniel Keat,M,42000.0,64500.0,2011-09-01
2258,Shaun Francis,CLB,D,6.0,5.0,428.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,Francis,Shaun,CLB,Shaun,Shaun Francis,D,42000.0,42000.0,2011-09-01
2259,David Estrada,SEA,M-F,3.0,1.0,108.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Estrada,David,SEA,David,David Estrada,F,32604.0,32604.0,2011-09-01
2260,Ike Opara,SKC,D,8.0,5.0,485.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,1.0,0.0,0.0,0.0,Opara,Ike,SJ,Ike,Ike Opara,D,100000.0,185900.0,2011-09-01
2261,Scott Sealy,SJ,F,11.0,6.0,419.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,Sealy,Scott,SJ,Scott,Scott Sealy,F,150000.0,157000.0,2011-09-01
2262,A.J. DeLaGarza,HOU,D,30.0,30.0,2627.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,33.3,31.0,31.0,1.0,3.0,0.0,0.0,0.0,DeLaGarza,A.J.,LA,AJ,AJ DeLaGarza,D,55100.0,77600.0,2011-09-01
2263,Zach Scott,SEA,D,12.0,9.0,864.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,3.0,0.0,0.0,0.0,Scott,Zach,SEA,Zach,Zach Scott,D,44109.0,44109.0,2011-09-01
2264,Adrian Cann,TOR,D,12.0,12.0,988.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,Cann,Adrian,TFC,Adrian,Adrian Cann,D,123996.0,132746.0,2011-09-01
2265,Kheli Dube,NE,F,5.0,0.0,114.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,33.3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,Dube,Kheli,NE,Kheli,Kheli Dube,F,90000.0,99000.0,2011-09-01
2266,Nathan Sturgis,TOR,M,14.0,11.0,953.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,Sturgis,Nathan,TFC,Nathan,Nathan Sturgis,D-M,85000.0,89250.0,2011-09-01
2267,Jonathan Leathers,VAN,D,22.0,21.0,1840.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,25.0,15.0,8.0,0.0,3.0,0.0,0.0,0.0,Leathers,Jonathan,VAN,Jonathan,Jonathan Leathers,D,42000.0,42000.0,2011-09-01
2270,Jason Garey,HOU,F,10.0,2.0,164.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,25.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,Garey,Jason,HOU,Jason,Jason Garey,F,80000.0,81250.0,2011-09-01
2271,Ryan Pore,POR,M,8.0,2.0,200.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,Pore,Ryan,POR,Ryan,Ryan Pore,M,80000.0,80000.0,2011-09-01
2272,Jovan Kirovski,LA,M-F,13.0,2.0,244.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,Kirovski,Jovan,LA,Jovan,Jovan Kirovski,F,84000.0,86000.0,2011-09-01
2273,Josip Mikulic,CHI,D,14.0,12.0,1038.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,5.0,1.0,0.0,0.0,Mikulic,Josip,CHI,Josip,Josip Mikulic,D,110000.0,116250.0,2011-09-01
2274,Franco Coria,NE,D,18.0,14.0,1250.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,5.0,0.0,0.0,0.0,Coria,Franco,NE,Franco,Franco Coria,D,100000.0,105000.0,2011-09-01
2275,Zarek Valentin,POR,D,25.0,24.0,2114.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,20.0,13.0,1.0,5.0,0.0,0.0,0.0,Valentin,Zarek,CHV,Zarek,Zarek Valentin,D,80000.0,132000.0,2011-09-01
2276,Chris Cortez,CHV,F,9.0,1.0,207.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,20.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,Cortez,Chris,CHV,Chris,Chris Cortez,F,32604.0,32604.0,2011-09-01
2277,John Thorrington,VAN,M,11.0,9.0,740.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,1.0,0.0,0.0,0.0,Thorrington,John,VAN,John,John Thorrington,M,194700.0,207200.0,2011-09-01
2278,Macoumba Kandji,COL,F,9.0,1.0,123.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,20.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,Kandji,Macoumba,COL,Macoumba,Macoumba Kandji,F,120000.0,147988.37,2011-09-01
2280,Ty Harden,TOR,D,26.0,24.0,2120.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,16.7,24.0,7.0,0.0,3.0,1.0,0.0,0.0,Harden,Ty,TFC,Ty,Ty Harden,D,65000.0,73666.67,2011-09-01
2281,Blake Wagner,RSL,D-M,11.0,10.0,841.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2011,REG,0.0,0.0,0.0,0.0,33.3,11.0,11.0,0.0,0.0,0.0,0.0,0.0,Wagner,Blake,VAN,Blake,Blake Wagner,D,42000.0,42000.0,2011-09-01
