,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
3922,Kevin Alston,NE,D,11.0,9.0,683.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.13,33.3,2014,REG,1.0,1.0,2.0,0.4,66.7,10.0,7.0,1.0,1.0,1.0,0.0,0.0,Alston,Kevin,NE,Kevin,Kevin Alston,D,125000.0,143333.33,2014-04-01
3923,Patrick Nyarko,CHI,F-M,17.0,9.0,846.0,1.0,3.0,10.0,5.0,1.0,0.0,1.0,0.11,10.0,2014,REG,0.0,0.0,3.0,0.32,50.0,11.0,27.0,2.0,3.0,1.0,0.0,0.0,Nyarko,Patrick,CHI,Patrick,Patrick Nyarko,F,265000.0,284500.0,2014-04-01
3924,Marc Burch,MIN,D,22.0,21.0,1899.0,1.0,3.0,11.0,1.0,0.0,1.0,0.0,0.05,9.1,2014,REG,1.0,2.0,1.0,0.14,9.1,21.0,12.0,0.0,3.0,0.0,0.0,0.0,Burch,Marc,COL,Marc,Marc Burch,D,85000.0,85000.0,2014-04-01
3925,Calum Mallace,LFC,M,23.0,12.0,1122.0,1.0,3.0,13.0,3.0,0.0,0.0,1.0,0.08,7.7,2014,REG,0.0,1.0,2.0,0.24,23.1,18.0,7.0,0.0,3.0,0.0,0.0,0.0,Mallace,Calum,MTL,Calum,Calum Mallace,M,50848.0,65848.0,2014-04-01
3926,Chad Marshall,SEA,D,31.0,31.0,2790.0,1.0,3.0,14.0,4.0,1.0,1.0,0.0,0.03,7.1,2014,REG,0.0,1.0,2.0,0.1,28.6,20.0,36.0,1.0,1.0,0.0,0.0,0.0,Marshall,Chad,SEA,Chad,Chad Marshall,D,270000.0,286666.67,2014-04-01
3927,Bobby Boswell,DC,D,34.0,34.0,3045.0,1.0,3.0,19.0,5.0,1.0,1.0,0.0,0.03,5.3,2014,REG,1.0,2.0,1.0,0.09,26.3,36.0,11.0,1.0,2.0,0.0,0.0,0.0,Boswell,Bobby,DC,Bobby,Bobby Boswell,D,231000.0,231000.0,2014-04-01
3928,Ben Speas,CLB,M-F,13.0,8.0,704.0,1.0,3.0,20.0,3.0,0.0,1.0,0.0,0.13,5.0,2014,REG,0.0,2.0,1.0,0.38,15.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Speas,Ben,CLB,Ben,Ben Speas,F,65100.0,65100.0,2014-04-01
3929,Antonio Dovale,KC,M,19.0,14.0,1033.0,1.0,3.0,29.0,8.0,0.0,1.0,0.0,0.09,3.4,2014,REG,0.0,2.0,1.0,0.26,27.6,15.0,13.0,0.0,3.0,1.0,0.0,0.0,Dovale,Antonio,KC,Toni,Toni Dovale,D,180000.0,185000.0,2014-04-01
3931,Sebastian Velasquez,RSL,M,10.0,1.0,222.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.41,25.0,2014,REG,1.0,1.0,1.0,0.81,50.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Velasquez,Sebastian,RSL,Sebastian,Sebastian Velasquez,M,48825.0,48825.0,2014-04-01
3932,Taylor Kemp,DC,D,13.0,12.0,1083.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,0.08,20.0,2014,REG,1.0,2.0,0.0,0.17,40.0,14.0,7.0,0.0,2.0,0.0,0.0,0.0,Kemp,Taylor,DC,Taylor,Taylor Kemp,D,36504.0,36504.0,2014-04-01
3934,Grant Ward,CHI,M,23.0,12.0,1051.0,1.0,2.0,15.0,4.0,0.0,0.0,1.0,0.09,6.7,2014,REG,1.0,1.0,1.0,0.17,26.7,14.0,20.0,2.0,2.0,0.0,0.0,0.0,Ward,Grant,CHI,Grant,Grant Ward,F,48500.0,48500.0,2014-04-01
3935,Jonny Steele,NY,M,15.0,6.0,624.0,1.0,2.0,16.0,5.0,0.0,0.0,1.0,0.14,6.3,2014,REG,0.0,1.0,1.0,0.29,31.3,9.0,4.0,4.0,1.0,0.0,0.0,0.0,Steele,Jonny,NY,Jonny,Jonny Steele,M,129996.0,134996.0,2014-04-01
3936,Leandro Barrera,CHV,M,32.0,24.0,2071.0,1.0,2.0,36.0,16.0,0.0,0.0,1.0,0.04,2.8,2014,REG,0.0,1.0,1.0,0.09,44.4,18.0,43.0,6.0,3.0,0.0,0.0,0.0,Barrera,Leandro,CHV,Leandro,Leandro Barrera,F,50000.0,50000.0,2014-04-01
3937,Kristopher Tyrpak,CHV,F,9.0,0.0,156.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.58,100.0,2014,REG,0.0,0.0,1.0,0.58,100.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Tyrpak,Kristopher,CHV,Kristopher,Kristopher Tyrpak,F,36504.0,36504.0,2014-04-01
3938,Bradley Orr,TOR,D,19.0,14.0,1144.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.08,33.3,2014,REG,1.0,1.0,0.0,0.08,66.7,9.0,12.0,0.0,1.0,0.0,0.0,0.0,Orr,Bradley,TOR,Bradley,Bradley Orr,D,75000.0,75000.0,2014-04-01
3939,Mamadou Danso,MTL,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,MTL,Mamadou,Mamadou Danso,D,87500.0,87500.0,2014-09-15
3940,Mamadou Danso,MTL,D,13.0,12.0,1097.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.08,12.5,2014,REG,0.0,0.0,1.0,0.08,12.5,13.0,5.0,2.0,1.0,0.0,0.0,0.0,Danso,Mamadou,POR,Mamadou,Mamadou Danso,D,87500.0,87500.0,2014-04-01
3942,Hassoun Camara,MTL,D,28.0,26.0,2365.0,1.0,1.0,11.0,4.0,0.0,0.0,1.0,0.04,9.1,2014,REG,0.0,1.0,0.0,0.04,36.4,56.0,29.0,1.0,11.0,1.0,0.0,0.0,Camara,Hassoun,MTL,Hassoun,Hassoun Camara,D/M,215000.0,226625.0,2014-04-01
3943,Marlon Hairston,COL,M,22.0,9.0,988.0,1.0,1.0,12.0,4.0,0.0,1.0,0.0,0.09,8.3,2014,REG,0.0,1.0,0.0,0.09,33.3,12.0,21.0,3.0,1.0,0.0,0.0,0.0,Hairston,Marlon,COL,Marlon,Marlon Hairston,M,70000.0,93000.0,2014-04-01
3944,Kalif Alhassan,POR,M,15.0,5.0,590.0,1.0,1.0,14.0,4.0,0.0,1.0,0.0,0.15,7.1,2014,REG,0.0,1.0,0.0,0.15,28.6,6.0,15.0,0.0,1.0,0.0,0.0,0.0,Alhassan,Kalif,POR,Kalif,Kalif Alhassan,M,120000.0,120000.0,2014-04-01
3945,David Horst,RSL,D,31.0,31.0,2653.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,0.03,6.7,2014,REG,1.0,1.0,0.0,0.03,6.7,37.0,26.0,0.0,3.0,1.0,0.0,0.0,Horst,David,HOU,David,David Horst,D,70000.0,72750.0,2014-04-01
3946,Gershon Koffie,VAN,M,21.0,17.0,1541.0,1.0,1.0,20.0,5.0,0.0,1.0,0.0,0.06,5.0,2014,REG,0.0,1.0,0.0,0.06,25.0,36.0,38.0,0.0,4.0,0.0,0.0,0.0,Koffie,Gershon,VAN,Gershon,Gershon Koffie,M,200000.0,211000.0,2014-04-01
3947,Lovel Palmer,CHI,D,30.0,29.0,2625.0,1.0,1.0,30.0,8.0,0.0,1.0,0.0,0.03,3.3,2014,REG,0.0,0.0,1.0,0.03,26.7,31.0,14.0,2.0,7.0,0.0,0.0,0.0,Palmer,Lovel,CHI,Lovel,Lovel Palmer,M,82500.0,87000.0,2014-04-01
3948,Steven Lenhart,SJ,F,11.0,10.0,905.0,1.0,1.0,31.0,12.0,0.0,0.0,1.0,0.1,3.2,2014,REG,0.0,0.0,1.0,0.1,38.7,16.0,42.0,5.0,5.0,0.0,0.0,0.0,Lenhart,Steven,SJ,Steven,Steven Lenhart,F,250000.0,257500.0,2014-04-01
3949,Nick LaBrocca,COL,M,31.0,29.0,2584.0,1.0,1.0,32.0,7.0,1.0,1.0,0.0,0.03,3.1,2014,REG,0.0,0.0,1.0,0.03,21.9,38.0,28.0,1.0,9.0,0.0,0.0,0.0,LaBrocca,Nick,COL,Nick,Nick LaBrocca,M,135000.0,153333.33,2014-04-01
3950,Zach Pfeffer,PHI,M,5.0,1.0,98.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.92,50.0,2014,REG,0.0,0.0,0.0,0.0,100.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Pfeffer,Zach,PHI,Zach,Zach Pfeffer,M,75000.0,85000.0,2014-04-01
3951,Warren Creavalle,PHI,M,26.0,17.0,1502.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.06,33.3,2014,REG,0.0,0.0,0.0,0.0,100.0,25.0,19.0,0.0,4.0,0.0,0.0,0.0,Creavalle,Warren,HOU,Warren,Warren Creavalle,D,90000.0,100500.0,2014-04-01
3952,Warren Creavalle,PHI,M,26.0,17.0,1502.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.06,33.3,2014,REG,0.0,0.0,0.0,0.0,100.0,25.0,19.0,0.0,4.0,0.0,0.0,0.0,Creavalle,Warren,TOR,Warren,Warren Creavalle,D,90000.0,100500.0,2014-09-15
3953,Jerry Bengtson,HON,F,7.0,1.0,238.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.38,25.0,2014,REG,0.0,0.0,0.0,0.0,25.0,9.0,6.0,6.0,1.0,0.0,0.0,0.0,Bengtson,Jerry,NE,Jerry,Jerry Bengtson,F,144000.0,150840.0,2014-04-01
3954,Carlos Salcedo,RSL,D,12.0,8.0,800.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.11,25.0,2014,REG,0.0,0.0,0.0,0.0,50.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,Salcedo,Carlos,RSL,Carlos,Carlos Salcedo,D,48500.0,48500.0,2014-04-01
3955,John Neeskens,COL,D,5.0,3.0,273.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.33,20.0,2014,REG,0.0,0.0,0.0,0.0,20.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Neeskens,John,COL,John,John Neeskens,D,42504.0,42504.0,2014-09-15
3956,Ruben Bover,NY,M,15.0,2.0,243.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.37,20.0,2014,REG,0.0,0.0,0.0,0.0,80.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,Bover,Ruben,NY,Ruben,Ruben Bover,M,36500.0,36500.0,2014-04-01
3957,Carlyle Mitchell,VAN,D,8.0,8.0,720.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.13,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,Mitchell,Carlyle,VAN,Carlyle,Carlyle Mitchell,D,48825.0,48825.0,2014-04-01
3958,Zach Loyd,DAL,D,29.0,28.0,2414.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.04,20.0,2014,REG,0.0,0.0,0.0,0.0,40.0,20.0,25.0,1.0,2.0,1.0,0.0,0.0,Loyd,Zach,DAL,Zach,Zach Loyd,M,155000.0,176666.67,2014-04-01
3959,Agustin Viana,CLB,M-D,4.0,4.0,300.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.3,20.0,2014,REG,0.0,0.0,0.0,0.0,20.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,Viana,Agustin,CLB,Agustin,Agustin Viana,D-M,115000.0,141666.67,2014-04-01
3960,Pa-Modou Kah,VAN,D,20.0,20.0,1744.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.05,20.0,2014,REG,0.0,0.0,0.0,0.0,20.0,23.0,16.0,1.0,5.0,0.0,0.0,0.0,Kah,Pa-Modou,POR,Pa Modou,Pa Modou Kah,D,240000.0,245000.0,2014-04-01
3962,Chris Pontius,LA,M-F,6.0,3.0,276.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.33,16.7,2014,REG,0.0,0.0,0.0,0.0,66.7,1.0,6.0,1.0,0.0,0.0,0.0,0.0,Pontius,Chris,DC,Chris,Chris Pontius,M-F,350000.0,381000.0,2014-04-01
3963,Shane O'Neill,COL,D,21.0,21.0,1890.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.05,16.7,2014,REG,0.0,0.0,0.0,0.0,66.7,25.0,12.0,0.0,6.0,0.0,0.0,0.0,O'Neill,Shane,COL,Shane,Shane O'Neill,M,56250.0,67750.0,2014-04-01
3964,Thomas McNamara,NYC,M,6.0,6.0,467.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.19,16.7,2014,REG,0.0,0.0,0.0,0.0,50.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,McNamara,Thomas,CHV,Thomas,Thomas McNamara,M,48500.0,60000.0,2014-04-01
3965,Bobby Burling,CHV,D,22.0,20.0,1807.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,0.05,12.5,2014,REG,0.0,0.0,0.0,0.0,12.5,29.0,16.0,0.0,7.0,1.0,0.0,0.0,Burling,Bobby,CHV,Bobby,Bobby Burling,D,115000.0,122500.0,2014-04-01
3967,Saer Sene,NE,M,15.0,5.0,485.0,1.0,0.0,9.0,4.0,0.0,1.0,0.0,0.19,11.1,2014,REG,0.0,0.0,0.0,0.0,44.4,3.0,3.0,4.0,1.0,0.0,0.0,0.0,Sene,Saer,NE,Saer,Saer Sene,F,152145.0,163682.54,2014-04-01
3968,Saer Sene,NE,M,15.0,5.0,485.0,1.0,0.0,9.0,4.0,0.0,1.0,0.0,0.19,11.1,2014,REG,0.0,0.0,0.0,0.0,44.4,3.0,3.0,4.0,1.0,0.0,0.0,0.0,Sene,Saer,NY,Saer,Saer Sene,F,152145.0,163682.54,2014-09-15
3969,Agustín Pelletieri,CHV,M,27.0,22.0,1684.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.05,10.0,2014,REG,0.0,0.0,0.0,0.0,40.0,36.0,4.0,1.0,4.0,1.0,0.0,0.0,Pelletieri,Agustín,CHV,Agustin,Agustin Pelletieri,M,90000.0,90000.0,2014-04-01
3970,Nat Borchers,RSL,D,32.0,32.0,2856.0,1.0,0.0,12.0,3.0,0.0,0.0,1.0,0.03,8.3,2014,REG,0.0,0.0,0.0,0.0,25.0,19.0,14.0,1.0,3.0,1.0,0.0,0.0,Borchers,Nat,RSL,Nat,Nat Borchers,D,225000.0,236968.75,2014-04-01
3971,Ryan Finley,CHV,F,16.0,4.0,437.0,1.0,0.0,13.0,4.0,0.0,1.0,0.0,0.21,7.7,2014,REG,0.0,0.0,0.0,0.0,30.8,4.0,9.0,2.0,0.0,0.0,1.0,1.0,Finley,Ryan,CHV,Ryan,Ryan Finley,F,51150.0,78650.0,2014-09-15
3972,Ryan Finley,CHV,F,16.0,4.0,437.0,1.0,0.0,13.0,4.0,0.0,1.0,0.0,0.21,7.7,2014,REG,0.0,0.0,0.0,0.0,30.8,4.0,9.0,2.0,0.0,0.0,1.0,1.0,Finley,Ryan,CLB,Ryan,Ryan Finley,F,51150.0,78650.0,2014-04-01
3973,Benji Joya,CHI,M,12.0,9.0,651.0,1.0,0.0,16.0,3.0,0.0,0.0,1.0,0.14,6.3,2014,REG,0.0,0.0,0.0,0.0,18.8,16.0,12.0,1.0,2.0,0.0,0.0,0.0,Joya,Benji,CHI,Benji,Benji Joya,M,48504.0,53504.0,2014-04-01
3974,Jean-Baptiste Pierazzi,SJ,M,24.0,23.0,1982.0,1.0,0.0,17.0,6.0,1.0,0.0,1.0,0.05,5.9,2014,REG,0.0,0.0,0.0,0.0,35.3,24.0,12.0,1.0,3.0,0.0,0.0,0.0,Pierazzi,Jean-Baptiste,SJ,Jean Baptiste,Jean Baptiste Pierazzi,M,240000.0,240000.0,2014-04-01
3976,Robbie Findley,RSL,F,16.0,8.0,764.0,1.0,0.0,24.0,9.0,0.0,1.0,0.0,0.12,4.2,2014,REG,0.0,0.0,0.0,0.0,37.5,11.0,21.0,3.0,0.0,0.0,0.0,0.0,Findley,Robbie,RSL,Robbie,Robbie Findley,F,215000.0,245500.0,2014-04-01
3977,Mauro Rosales,CHV,M,32.0,26.0,2366.0,0.0,11.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,2014,REG,3.0,5.0,6.0,0.42,25.0,32.0,73.0,2.0,5.0,0.0,0.0,0.0,Rosales,Mauro,CHV,Mauro,Mauro Rosales,M,450000.0,450000.0,2014-04-01
3978,Mauro Rosales,CHV,M,32.0,26.0,2366.0,0.0,11.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,2014,REG,3.0,5.0,6.0,0.42,25.0,32.0,73.0,2.0,5.0,0.0,0.0,0.0,Rosales,Mauro,VAN,Mauro,Mauro Rosales,M,450000.0,450000.0,2014-09-15
3979,Justin Mapp,MTL,M,23.0,20.0,1726.0,0.0,8.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,4.0,4.0,0.42,32.0,11.0,24.0,6.0,1.0,0.0,0.0,0.0,Mapp,Justin,MTL,Justin,Justin Mapp,M,162250.0,174750.0,2014-04-01
3980,Waylon Francis,SEA,D,24.0,24.0,2111.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,3.0,3.0,0.26,27.3,32.0,12.0,4.0,5.0,1.0,0.0,0.0,Francis,Waylon,CLB,Waylon,Waylon Francis,D,125000.0,153875.0,2014-04-01
3981,Waylon Francis,SEA,D,24.0,24.0,2111.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,3.0,3.0,0.26,27.3,32.0,12.0,4.0,5.0,1.0,0.0,0.0,Francis,Waylon,SJ,Shaun,Shaun Francis,D,55000.0,57889.79,2014-04-01
3982,Shaun Francis,SJ,D,20.0,16.0,1436.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,14.3,29.0,7.0,0.0,5.0,0.0,0.0,0.0,Francis,Shaun,CLB,Waylon,Waylon Francis,D,125000.0,153875.0,2014-04-01
3983,Shaun Francis,SJ,D,20.0,16.0,1436.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,14.3,29.0,7.0,0.0,5.0,0.0,0.0,0.0,Francis,Shaun,SJ,Shaun,Shaun Francis,D,55000.0,57889.79,2014-04-01
3984,Tony Tchani,VAN,M,33.0,33.0,2942.0,0.0,6.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,2014,REG,2.0,2.0,4.0,0.18,22.9,56.0,46.0,0.0,7.0,0.0,0.0,0.0,Tchani,Tony,CLB,Tony,Tony Tchani,M,150000.0,175000.0,2014-04-01
3985,Dan Gargan,LA,D,29.0,27.0,2400.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,0.0,5.0,0.19,14.3,37.0,21.0,1.0,7.0,1.0,0.0,0.0,Gargan,Dan,LA,Dan,Dan Gargan,D,48500.0,48500.0,2014-04-01
3986,Brad Evans,SEA,D-M,26.0,22.0,1896.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,1.0,4.0,0.24,25.0,28.0,24.0,1.0,4.0,0.0,0.0,0.0,Evans,Brad,POR,Steven,Steven Evans,M,48825.0,53825.0,2014-04-01
3987,Brad Evans,SEA,D-M,26.0,22.0,1896.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,1.0,4.0,0.24,25.0,28.0,24.0,1.0,4.0,0.0,0.0,0.0,Evans,Brad,SEA,Brad,Brad Evans,F,267665.0,293666.25,2014-04-01
3988,Steven Evans,POR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evans,Steven,POR,Steven,Steven Evans,M,48825.0,53825.0,2014-04-01
3989,Steven Evans,POR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evans,Steven,SEA,Brad,Brad Evans,F,267665.0,293666.25,2014-04-01
3990,Kofi Sarkodie,HOU,D,32.0,32.0,2872.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,2.0,3.0,1.0,0.13,20.0,43.0,34.0,1.0,7.0,1.0,0.0,0.0,Sarkodie,Kofi,HOU,Kofi,Kofi Sarkodie,D,150000.0,195500.0,2014-04-01
3991,DeAndre Yedlin,USA,D,25.0,25.0,2220.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,2.0,2.0,0.16,28.6,45.0,25.0,0.0,4.0,0.0,0.0,0.0,Yedlin,DeAndre,SEA,DeAndre,DeAndre Yedlin,D,80000.0,92000.0,2014-04-01
3993,Daigo Kobayashi,NE,M,34.0,23.0,1867.0,0.0,4.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,2014,REG,2.0,2.0,2.0,0.19,25.0,21.0,23.0,0.0,4.0,0.0,0.0,0.0,Kobayashi,Daigo,NE,Daigo,Daigo Kobayashi,M,125000.0,136666.67,2014-04-01
3994,Kosuke Kimura,NY,D,13.0,10.0,884.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,2.0,1.0,0.31,0.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,Kimura,Kosuke,NY,Kosuke,Kosuke Kimura,D,105000.0,105000.0,2014-04-01
3995,Steven Beitashour,LFC,D,27.0,27.0,2371.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,2.0,1.0,0.11,0.0,23.0,33.0,1.0,3.0,0.0,0.0,0.0,Beitashour,Steven,VAN,Steven,Steven Beitashour,D,170000.0,177166.67,2014-04-01
3996,Chris Korb,DC,D,19.0,15.0,1376.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,2.0,3.0,0.0,0.2,50.0,15.0,6.0,0.0,3.0,0.0,0.0,0.0,Korb,Chris,DC,Chris,Chris Korb,D,90000.0,97298.33,2014-04-01
3997,Martin Rivero,CHV,M,7.0,6.0,577.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,3.0,0.47,25.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,Rivero,Martin,CHV,Martin,Martin Rivero,M,50004.0,50004.0,2014-09-15
3998,Kevin Ellis,SKC,D,20.0,16.0,1538.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,2.0,2.0,1.0,0.18,16.7,22.0,14.0,0.0,3.0,0.0,0.0,0.0,Ellis,Kevin,KC,Kevin,Kevin Ellis,D,48825.0,49575.0,2014-04-01
4000,Justin Morrow,TOR,M,31.0,30.0,2676.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,0.0,3.0,0.1,12.5,29.0,22.0,4.0,6.0,0.0,0.0,0.0,Morrow,Justin,TOR,Justin,Justin Morrow,D,160000.0,169562.5,2014-04-01
4001,Chris Wingert,RSL,D,30.0,30.0,2537.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,2.0,1.0,0.11,25.0,29.0,15.0,0.0,6.0,0.0,0.0,0.0,Wingert,Chris,RSL,Chris,Chris Wingert,D,163590.0,170590.0,2014-04-01
4002,Corey Ashe,HOU,M,21.0,20.0,1879.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,2.0,1.0,0.14,25.0,11.0,24.0,0.0,2.0,0.0,0.0,0.0,Ashe,Corey,HOU,Corey,Corey Ashe,M,165000.0,174750.0,2014-04-01
4003,Patrice Bernier,MTL,M,26.0,20.0,1802.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,2.0,1.0,0.15,18.2,32.0,20.0,0.0,2.0,0.0,0.0,1.0,Bernier,Patrice,MTL,Patrice,Patrice Bernier,F-M,165000.0,205000.0,2014-04-01
4004,Steve Zakuani,POR,M,17.0,9.0,739.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,2.0,1.0,0.37,15.8,4.0,14.0,9.0,0.0,0.0,0.0,0.0,Zakuani,Steve,POR,Steve,Steve Zakuani,F,120000.0,120000.0,2014-04-01
4005,Sal Zizzo,KC,D,19.0,13.0,1097.0,0.0,3.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,2.0,0.25,36.8,8.0,9.0,0.0,0.0,0.0,0.0,0.0,Zizzo,Sal,KC,Sal,Sal Zizzo,F,77000.0,91045.71,2014-04-01
4006,A.J. DeLaGarza,HOU,D,29.0,28.0,2491.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,2.0,0.0,0.07,100.0,24.0,31.0,0.0,4.0,0.0,0.0,0.0,DeLaGarza,A.J.,LA,AJ,AJ DeLaGarza,D,135000.0,157500.0,2014-04-01
4007,Michael Harrington,POR,D,25.0,21.0,1749.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,1.0,0.1,0.0,22.0,7.0,0.0,1.0,1.0,0.0,0.0,Harrington,Michael,POR,Michael,Michael Harrington,M-D,125000.0,125000.0,2014-04-01
4008,David Estrada,DC,M-F,10.0,3.0,306.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,1.0,0.59,25.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,Estrada,David,DC,David,David Estrada,F,48825.0,48825.0,2014-09-15
4009,David Estrada,DC,M-F,10.0,3.0,306.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,1.0,0.59,25.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,Estrada,David,SEA,David,David Estrada,F,48825.0,48825.0,2014-04-01
4010,Greg Cochrane,CHI,D,12.0,12.0,1063.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,0.0,1.0,1.0,0.17,25.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,Cochrane,Greg,CHI,Greg,Greg Cochrane,D,48500.0,48500.0,2014-04-01
4011,Daniel Lovitz,MTL,M,18.0,5.0,631.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,2.0,0.0,0.29,80.0,12.0,16.0,3.0,2.0,0.0,0.0,0.0,Lovitz,Daniel,TOR,Daniel,Daniel Lovitz,M,36504.0,36504.0,2014-04-01
4012,Scott Caldwell,NE,M,26.0,14.0,1553.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,REG,1.0,0.0,2.0,0.12,16.7,29.0,12.0,0.0,6.0,0.0,0.0,0.0,Caldwell,Scott,NE,Scott,Scott Caldwell,M,52313.0,59813.0,2014-04-01
